รหัส,บริเวณลุ่มแม่น้ำ,อำเภอ,ตำบล,หน่วยงานเจ้าของ,ประเภทอุปกรณ์,ชื่ออุปกรณ์,สถานะ,ยี่ห้อ,ทะเบียนรถ,ตำแหน่ง LAT,ตำแหน่ง LONG,วันที่ใช้งาน,เบอร์ติดต่อ,หมายเหตุ
FP-568,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่ฟ้าหลวง,อบต.แม่ฟ้าหลวง,รถบรรทุกขนาดกลาง-ใหญ่,"รถบรรทุกขนาดกลาง-ใหญ่
รถบรรทุกขนาดใหญ่ ขนาด 12 ตัน 10 ล้อ",พร้อมปฏิบัติงาน,มิตซูมิชิ,81-7033 ชร,20.269388,99.804334,30/4/2026,0941437436,
FP-569,น้ำคำ - น้ำแม่จัน,แม่ฟ้าหลวง,15 แม่ฟ้าหลวง,อบต.แม่ฟ้าหลวง,รถเครนขนาดใหญ่,"รถเครนขนาดใหญ่
รถเครนขนาดใหญ่บรรเทาสาธารณภัย",พร้อมปฏิบัติงาน,็Hino,ผค-9936 ชร,20.269388,99.804334,30/4/2026,0941437436,
FP-570,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 ดงมะดะ,ทต.แม่ลาว,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
-",พร้อมปฏิบัติงาน,MITSUBISHI,80-9153,19.72345,99.715264,30/4/2026,0857079819,
FP-571,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 ดงมะดะ,ทต.แม่ลาว,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,MITSUBISHI,80-9152,19.72345,99.715264,30/4/2026,0857079819,
FP-572,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 ดงมะดะ,ทต.แม่ลาว,รถจักรยานยนต์,"รถจักรยานยนต์
-",พร้อมปฏิบัติงาน,HONDA,1ก-5537,19.72345,99.715264,30/4/2026,0857079819,
FP-573,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 ดงมะดะ,ทต.แม่ลาว,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,TOYOTA,บย 6571,19.72345,99.715264,30/4/2026,0857079819,
FP-574,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 ดงมะดะ,ทต.ดงมะดะ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,ชร.บม-7931,19.747269,99.683416,30/4/2026,053-184131 ต่อ 103,
FP-575,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 ดงมะดะ,ทต.ดงมะดะ,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,CHEVROLET,ชร.บว-7627,19.747269,99.683416,30/4/2026,053-184131 ต่อ 103,
FP-576,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 ป่าก่อดำ,ทต.ป่าก่อดำ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 10,000 ลิตร",พร้อมปฏิบัติงาน,มิตซูบิชิ,บท4342,19.778091,99.740568,30/4/2026,0631416721,
FP-577,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 จอมหมอกแก้ว,อบต.จอมหมอกแก้ว,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 10,000 ลิตร",พร้อมปฏิบัติงาน,มิตซูบิซฺิ,บจ 8217,19.766981,99.673447,30/4/2026,0923453969,
FP-578,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 บัวสลี,อบต.บัวสลี,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,Misubishi,80-9807,19.816729,99.757398,30/4/2026,-,
FP-579,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 บัวสลี,อบต.บัวสลี,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,ISUZU,บร7921,19.816729,99.757398,30/4/2026,-,
FP-580,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 บัวสลี,อบต.บัวสลี,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเอนกประสงค์พร้อมอุปกรณ์ (รถกู้ภัยขนาดกลาง)",พร้อมปฏิบัติงาน,Mazda,บพ 4314,19.816729,99.757398,30/4/2026,-,
FP-581,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 ป่าก่อดำ,อบต.ป่าก่อดำ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,HINO,บษ 4443 ชร,19.792919,99.705931,30/4/2026,053-778011,
FP-582,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 ป่าก่อดำ,อบต.ป่าก่อดำ,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,HONDA,ขจธ 963 ชร,19.792919,99.705931,30/4/2026,053-778011,
FP-583,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 ป่าก่อดำ,อบต.ป่าก่อดำ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,MAZDA,บร 1919 ชร,19.792919,99.705931,30/4/2026,053-778011,
FP-584,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 ป่าก่อดำ,อบต.ป่าก่อดำ,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,HONDA,ขวว 222,19.792919,99.705931,30/4/2026,053-778011,
FP-585,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 ป่าก่อดำ,อบต.ป่าก่อดำ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,FORD,กจ 4463,19.792919,99.705931,30/4/2026,053-778011,
FP-586,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 โป่งแพร่,อบต.โป่งแพร่,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถบรรทุกขนาดเล็ก แบบที่นั่งตอนครึ่ง",พร้อมปฏิบัติงาน,ฮี่โน่,ผค 1774 ชร,19.801898,99.67597,30/4/2026,0970204388,
FP-587,น้ำแม่ลาว - น้ำแม่สรวย,แม่ลาว,16 โป่งแพร่,อบต.โป่งแพร่,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,โตโยต้า,บล 6023 ชร,19.801898,99.67597,30/4/2026,0953763697,
FP-588,น้ำแม่กกตอนปลาย - แม่น้ำโขง,เวียงเชียงรุ้ง,17 ทุ่งก่อ,ทต.บ้านเหล่า,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,82-4187 เช,19.992281,100.034989,30/4/2026,053-953199,
FP-589,น้ำแม่กกตอนปลาย - แม่น้ำโขง,เวียงเชียงรุ้ง,17 ทุ่งก่อ,ทต.บ้านเหล่า,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,Ford,กค-7475,19.992281,100.034989,30/4/2026,0618233400,
FP-590,น้ำแม่กกตอนปลาย - แม่น้ำโขง,เวียงเชียงรุ้ง,17 ทุ่งก่อ,ทต.บ้านเหล่า,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
-",พร้อมปฏิบัติงาน,mitsubishi,ผ-1869,19.992281,100.034989,30/4/2026,09-2187-9498,
FP-591,น้ำแม่กกตอนปลาย - แม่น้ำโขง,เวียงเชียงรุ้ง,17 ทุ่งก่อ,ทต.บ้านเหล่า,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,mitsubishi,บบ-5810,19.992281,100.034989,30/4/2026,06-2846-3436,
FP-592,น้ำแม่กกตอนปลาย - แม่น้ำโขง,เวียงเชียงรุ้ง,17 ดงมหาวัน,ทต.ดงมหาวัน,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,มาสด้า,บร8788,20.030335,100.005026,30/4/2026,0921874137,
FP-593,น้ำแม่กกตอนปลาย - แม่น้ำโขง,เวียงเชียงรุ้ง,17 ดงมหาวัน,ทต.ดงมหาวัน,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,อีซูซุ,82-4641,20.030335,100.005026,30/4/2026,0909105184,
FP-594,น้ำแม่กกตอนปลาย - แม่น้ำโขง,เวียงเชียงรุ้ง,17 ดงมหาวัน,ทต.ดงมหาวัน,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,ฮีโน่,บร7388,20.030335,100.005026,30/4/2026,0877861752,
FP-595,น้ำแม่กกตอนปลาย - แม่น้ำโขง,เวียงเชียงรุ้ง,17 ดงมหาวัน,ทต.ดงมหาวัน,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถอำนวยการสื่อสาร",พร้อมปฏิบัติงาน,โตโยต้า,กง 4813,20.030335,100.005026,30/4/2026,0921874137,
FP-596,น้ำแม่กกตอนปลาย - แม่น้ำโขง,เวียงเชียงรุ้ง,17 ป่าซาง,ทต.ป่าซาง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,ผก 9851 ชร,20.034496,100.11367,30/4/2026,053173661,
FP-597,น้ำแม่กกตอนปลาย - แม่น้ำโขง,เวียงเชียงรุ้ง,17 ป่าซาง,ทต.ป่าซาง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,toyota,บม 5899 ชร,20.034496,100.11367,30/4/2026,053173661,
FP-598,น้ำแม่กกตอนปลาย - แม่น้ำโขง,เวียงเชียงรุ้ง,17 ทุ่งก่อ,อบต.ทุ่งก่อ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,Hino,81-9308,19.995339,100.036507,30/4/2026,0861979383,
