รหัส,บริเวณลุ่มแม่น้ำ,อำเภอ,ตำบล,หน่วยงานเจ้าของ,ประเภทอุปกรณ์,ชื่ออุปกรณ์,สถานะ,ยี่ห้อ,ทะเบียนรถ,ตำแหน่ง LAT,ตำแหน่ง LONG,วันที่ใช้งาน,เบอร์ติดต่อ,หมายเหตุ
FP-127,แม้น้ำอิง,เชียงของ,03 บุญเรือง,ทต.บุญเรือง,รถบรรทุกขนาดกลาง-ใหญ่,"รถบรรทุกขนาดกลาง-ใหญ่
-",พร้อมปฏิบัติงาน,hino,81-3125,19.990106,100.332558,30/4/2026,-,
FP-128,แม้น้ำอิง,เชียงของ,03 บุญเรือง,ทต.บุญเรือง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,บม 4033,19.990106,100.332558,30/4/2026,-,
FP-129,แม้น้ำอิง,เชียงของ,03 บุญเรือง,ทต.บุญเรือง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถยนต์เก๋ง",พร้อมปฏิบัติงาน,mitsubishi,กม9202,19.990106,100.332558,30/4/2026,-,
FP-130,แม้น้ำอิง,เชียงของ,03 บุญเรือง,ทต.บุญเรือง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,80-9273,19.990106,100.332558,30/4/2026,-,
FP-131,แม้น้ำอิง,เชียงของ,03 ห้วยซ้อ,ทต.ห้วยซ้อ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,ISUZU,ผจ 4733,20.036656,100.289064,30/4/2026,053191550,
FP-132,แม้น้ำอิง,เชียงของ,03 ห้วยซ้อ,ทต.ห้วยซ้อ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,HINO,บร 282,20.036656,100.289064,30/4/2026,053191550,
FP-133,แม้น้ำอิง,เชียงของ,03 ห้วยซ้อ,ทต.ห้วยซ้อ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,โตโยต้า,กย 3950,20.036656,100.289064,30/4/2026,053191550,
FP-134,แม้น้ำอิง,เชียงของ,03 ศรีดอนชัย,ทต.ศรีดอนชัย,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,บล 701 ชร.,20.139885,100.409508,30/4/2026,086-1898367,
FP-135,แม้น้ำอิง,เชียงของ,03 ศรีดอนชัย,ทต.ศรีดอนชัย,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,ISUZU,82-4752,20.139885,100.409508,30/4/2026,0861898367,
FP-136,แม้น้ำอิง,เชียงของ,03 ศรีดอนชัย,ทต.ศรีดอนชัย,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถบรรทุกขนาดเล็ก แบบที่นั่งตอนเดียว",พร้อมปฏิบัติงาน,FORD,บว 1737 ชร,20.139885,100.409508,30/4/2026,-,
FP-137,แม้น้ำอิง,เชียงของ,03 ศรีดอนชัย,ทต.ศรีดอนชัย,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถบรรทุกขนาดเล็ก แบบที่นั่ง 2 ตอน",พร้อมปฏิบัติงาน,TOYOTA,กค 9212 ชร,20.139885,100.409508,30/4/2026,086-1983606,
FP-138,แม้น้ำอิง,เชียงของ,03 ริมโขง,อบต.ริมโขง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,Isuzu,บห9436,20.37278,100.35266,30/4/2026,-,
FP-139,แม้น้ำอิง,เทิง,04 เวียง,ทต.เวียงเทิง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถยนต์เก๋ง",พร้อมปฏิบัติงาน,นิสสัน,ผก1212,19.687132,100.189681,30/4/2026,-,
FP-140,แม้น้ำอิง,เทิง,04 เวียง,ทต.เวียงเทิง,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,HONDA,ขรท1กภ-114,19.687132,100.189681,30/4/2026,-,
FP-141,แม้น้ำอิง,เทิง,04 เวียง,ทต.เวียงเทิง,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
-",พร้อมปฏิบัติงาน,มิตซูบิชิ,กจ9646,19.687132,100.189681,30/4/2026,-,
FP-142,แม้น้ำอิง,เทิง,04 เวียง,ทต.เวียงเทิง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,นิสสัน,บง8859,19.687132,100.189681,30/4/2026,-,
FP-143,แม้น้ำอิง,เทิง,04 เวียง,ทต.เวียงเทิง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,มิตซูบิชิ,81-0613,19.687132,100.189681,30/4/2026,-,
FP-144,แม้น้ำอิง,เทิง,04 เวียง,ทต.เวียงเทิง,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถดับเพลิงอาคาร",พร้อมปฏิบัติงาน,อีซูซุ,บก7197,19.687132,100.189681,30/4/2026,-,
FP-145,แม้น้ำอิง,เทิง,04 เวียง,ทต.เวียงเทิง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,ฟอร์ด,กค7901,19.687132,100.189681,30/4/2026,-,
FP-146,แม้น้ำอิง,เทิง,04 เวียง,ทต.เวียงเทิง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,มิตซูบิชิ,กฉ6332,19.687132,100.189681,30/4/2026,-,
FP-147,แม้น้ำอิง,เทิง,04 งิ้ว,ทต.งิ้ว,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,yamaha,1กน2719,19.698884,100.10253,30/4/2026,-,
FP-148,แม้น้ำอิง,เทิง,04 งิ้ว,ทต.งิ้ว,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,Toyota,นข 4319,19.698884,100.10253,30/4/2026,-,
FP-149,แม้น้ำอิง,เทิง,04 งิ้ว,ทต.งิ้ว,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,ฮีโน่,บย2166,19.698884,100.10253,30/4/2026,-,
FP-150,แม้น้ำอิง,เทิง,04 ปล้อง,ทต.บ้านปล้อง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,อีซูซุ,80-9403 ชร,19.660809,100.093389,30/4/2026,0884209258,
FP-151,แม้น้ำอิง,เทิง,04 ปล้อง,ทต.บ้านปล้อง,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถดับเพลิงอาคาร",พร้อมปฏิบัติงาน,มิตซูบิชิ,บธ 9514 ชร,19.660809,100.093389,30/4/2026,0884209258,
FP-152,แม้น้ำอิง,เทิง,04 ปล้อง,ทต.บ้านปล้อง,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถดับเพลิงอาคาร",พร้อมปฏิบัติงาน,มิตซูบิชิ,บธ 9513 ชร,19.660809,100.093389,30/4/2026,0884209258,
FP-153,แม้น้ำอิง,เทิง,04 ปล้อง,ทต.บ้านปล้อง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,โตโยต้า,บล 5356 ชร,19.660809,100.093389,30/4/2026,0884209258,
FP-154,แม้น้ำอิง,เทิง,04 เชียงเคี่ยน,ทต.เชียงเคี่ยน,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,อีซูซุ,บร 1370 ชร,19.598868,99.963937,30/4/2026,0875659396,
FP-155,แม้น้ำอิง,เทิง,04 เชียงเคี่ยน,ทต.เชียงเคี่ยน,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,โตโยต้า,นข 6830 ชร,19.598868,99.963937,30/4/2026,0800310347,
FP-156,แม้น้ำอิง,เทิง,04 เชียงเคี่ยน,ทต.เชียงเคี่ยน,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเอนกประสงค์พร้อมอุปกรณ์ (รถกู้ภัยขนาดกลาง)",พร้อมปฏิบัติงาน,เบนซ์,ขจ 7391 ชร,19.598868,99.963937,30/4/2026,0875659396,
FP-157,แม้น้ำอิง,เทิง,04 หงาว,ทต.หงาว,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,อีซูซุ,บล.8255 ชร,19.680481,100.25098,30/4/2026,-,
FP-158,แม้น้ำอิง,เทิง,04 หงาว,ทต.หงาว,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,โตโยต้า,บห.8049 ชร,19.680481,100.25098,30/4/2026,-,
FP-159,แม้น้ำอิง,เทิง,04 สันทรายงาม,ทต.สันทรายงาม,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถอำนวยการสื่อสาร",พร้อมปฏิบัติงาน,NISSAN,กอ 6575,19.72723,100.181876,30/4/2026,0897569727,
FP-160,แม้น้ำอิง,เทิง,04 สันทรายงาม,ทต.สันทรายงาม,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,maza,กจ 7101,19.72723,100.181876,30/4/2026,0947564674,
FP-161,แม้น้ำอิง,เทิง,04 สันทรายงาม,ทต.สันทรายงาม,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,บว 7776,19.72723,100.181876,30/4/2026,0897569727,
FP-162,แม้น้ำอิง,เทิง,04 สันทรายงาม,ทต.สันทรายงาม,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถอำนวยการสื่อสาร",พร้อมปฏิบัติงาน,TOYOTA,ผข 9931,19.72723,100.181876,30/4/2026,0824825469,
FP-163,แม้น้ำอิง,เทิง,04 เวียง,อบต.เวียง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,มาสด้า,บว 9402 ชร,19.704588,100.21457,30/4/2026,053-795-691,
FP-164,แม้น้ำอิง,เทิง,04 เวียง,อบต.เวียง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,HINO,ผท6126,19.704588,100.21457,30/4/2026,053-727169,
FP-165,แม้น้ำอิง,เทิง,04 เวียง,อบต.เวียง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 10,000 ลิตร",พร้อมปฏิบัติงาน,มิตซูบิซิ,-,19.704588,100.21457,30/4/2026,053-795-691,
FP-166,แม้น้ำอิง,เทิง,04 ปล้อง,อบต.ปล้อง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,อีซูซุ,บว7003,19.64457,100.084903,30/4/2026,098-7477699,
FP-167,แม้น้ำอิง,เทิง,04 ปล้อง,อบต.ปล้อง,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,โตโยต้า,บว9969,19.64457,100.084903,30/4/2026,097-9652490,
FP-168,แม้น้ำอิง,เทิง,04 แม่ลอย,อบต.แม่ลอย,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,Hino,ผน2184,19.584412,100.049751,30/4/2026,0812099774,
FP-169,แม้น้ำอิง,เทิง,04 แม่ลอย,อบต.แม่ลอย,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,TOYOTA,นข4957,19.584412,100.049751,30/4/2026,0812099774,
FP-170,แม้น้ำอิง,เทิง,04 ตับเต่า,อบต.ตับเต่า,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถพยาบาล",พร้อมปฏิบัติงาน,โตโยต้า,กล-6891,19.784334,100.334307,30/4/2026,0817240052,
FP-171,แม้น้ำอิง,เทิง,04 หนองแรด,อบต.หนองแรด,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,HINO,บร 8631,19.628501,100.108748,30/4/2026,0807693115,
FP-172,แม้น้ำอิง,เทิง,04 หนองแรด,อบต.หนองแรด,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,MITSUBISHI,บห 6104,19.628501,100.108748,30/4/2026,0807693115,
FP-173,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 สันมะเค็ด,ทต.สันมะเค็ด,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถเครื่องช่วยหายใจพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,โตโยต้า,กย 3715,19.607148,99.842019,30/4/2026,-,
FP-174,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 สันมะเค็ด,ทต.สันมะเค็ด,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,มิตซูบิชิ,บย 9252,19.607148,99.842019,30/4/2026,-,
FP-175,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่อ้อ,ทต.แม่อ้อ,รถบรรทุกขนาดกลาง-ใหญ่,"รถบรรทุกขนาดกลาง-ใหญ่
-",พร้อมปฏิบัติงาน,MITSUBISHI FUSO,81-9214,19.658281,99.845573,30/4/2026,053160816,
FP-176,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่อ้อ,ทต.แม่อ้อ,รถบรรทุกขนาดกลาง-ใหญ่,"รถบรรทุกขนาดกลาง-ใหญ่
รถบรรทุกขนาดใหญ่ ขนาด 6 ตัน 6 ล้อ",พร้อมปฏิบัติงาน,HINO,82-3865,19.658281,99.845573,30/4/2026,053160816 ต่อ 606,
FP-177,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่อ้อ,ทต.แม่อ้อ,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,HONDA,1กฎ1243,19.658281,99.845573,30/4/2026,053160816,
FP-178,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่อ้อ,ทต.แม่อ้อ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถอำนวยการสื่อสาร",พร้อมปฏิบัติงาน,FORD,กล-3463,19.658281,99.845573,30/4/2026,053160816,
FP-179,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่อ้อ,ทต.แม่อ้อ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,NISSAN,81-3071,19.658281,99.845573,30/4/2026,053160816,
FP-180,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่อ้อ,ทต.แม่อ้อ,รถแทรคเตอร์ตีนตะขาบขนาดใหญ่,"รถแทรคเตอร์ตีนตะขาบขนาดใหญ่
รถแทรคเตอร์ตีนตะขาบขนาดใหญ่ ขนาด 150 แรงม้าขึ้นไป",พร้อมปฏิบัติงาน,HYUNDAI,ตค 8176,19.658281,99.845573,30/4/2026,053160816,
FP-181,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่อ้อ,ทต.แม่อ้อ,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถตู้เอนกประสงค์",พร้อมปฏิบัติงาน,TOYOTA,นข 8593,19.658281,99.845573,30/4/2026,053160816,
FP-182,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 แม่อ้อ,ทต.แม่อ้อ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถอำนวยการสื่อสาร",พร้อมปฏิบัติงาน,TOYOTA,กง 5421,19.658281,99.845573,30/4/2026,053160816,
FP-183,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 เมืองพาน,ทต.เมืองพาน,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,มิตซูบิซิ,80-9777ชร,19.54816,99.746025,30/4/2026,053721471,
FP-184,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 เมืองพาน,ทต.เมืองพาน,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถดับเพลิงอาคาร",พร้อมปฏิบัติงาน,มิตซูบิซิ,บม 3444 ชร,19.54816,99.746025,30/4/2026,053721471,
FP-185,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 เมืองพาน,ทต.เมืองพาน,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถดับเพลิงอาคาร",พร้อมปฏิบัติงาน,มิตซูบิซิ,80-9634ชร,19.54816,99.746025,30/4/2026,053721471,
FP-186,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 เมืองพาน,ทต.เมืองพาน,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถบรรทุกขนาดเล็กขับเคลื่อน 4 ล้อ แบบที่นั่งตอนครึ่ง (4x4)",พร้อมปฏิบัติงาน,มิตซูบิซิ,พ1595ชร,19.54816,99.746025,30/4/2026,-,
FP-187,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 เมืองพาน,ทต.เมืองพาน,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
-",พร้อมปฏิบัติงาน,มิตซูบิซิ,ป-9055,19.54816,99.746025,30/4/2026,053721471,
FP-188,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 เมืองพาน,ทต.เมืองพาน,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,มิตซูบิซิ,0,19.54816,99.746025,30/4/2026,053721471,
FP-189,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ธารทอง,อบต.ธารทอง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,MITSBISHI,บย 7155 ชร,19.713865,99.717326,30/4/2026,0903165639,
FP-190,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ธารทอง,อบต.ธารทอง,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,TOYOTA,กพ 2701 ชร,19.713865,99.717326,30/4/2026,0903165639,
FP-191,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ธารทอง,อบต.ธารทอง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,อีซูสุ,82-3847ขร,19.713865,99.717326,30/4/2026,0903165639,
FP-192,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 สันติสุข,อบต.สันติสุข,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถดับเพลิงอาคาร",พร้อมปฏิบัติงาน,HINO,ผข 7432 ชร,19.572893,99.795171,30/4/2026,053722238,
FP-193,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 สันติสุข,อบต.สันติสุข,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถอุปกรณ์กู้ภัยพร้อมเครน",พร้อมปฏิบัติงาน,HINO,82-0039 ชร,19.572893,99.795171,30/4/2026,-,
FP-194,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ดอยงาม,อบต.ดอยงาม,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,TOYOTA,กง 1957 ชร,19.543242,99.817621,30/4/2026,0626422708,
FP-195,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ดอยงาม,อบต.ดอยงาม,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
รถตรวจการ",พร้อมปฏิบัติงาน,TOYOTA,กม 8498 ชร,19.543242,99.817621,30/4/2026,0810252048,
FP-196,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ดอยงาม,อบต.ดอยงาม,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,HINO,81-7226 ชร,19.543242,99.817621,30/4/2026,0810252048,
FP-197,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 หัวง้ม,อบต.หัวง้ม,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,ผข913,19.535327,99.777411,30/4/2026,0654270734,
FP-198,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 เจริญเมือง,อบต.เจริญเมือง,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถดับเพลิงอาคาร",พร้อมปฏิบัติงาน,Isuzu,ผค 9342 ชร,19.607456,99.754464,30/4/2026,0899553893,
FP-199,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 เจริญเมือง,อบต.เจริญเมือง,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถดับเพลิงอาคาร",พร้อมปฏิบัติงาน,Isuzu,ผก 84 ชร,19.607456,99.754464,30/4/2026,0884073254,
FP-200,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ป่าหุ่ง,อบต.ป่าหุ่ง,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
-",พร้อมปฏิบัติงาน,ฮีโน,81-9741 ชร,19.567991,99.703153,30/4/2026,-,
FP-201,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ป่าหุ่ง,อบต.ป่าหุ่ง,รถแทรคเตอร์ล้อยาง,"รถแทรคเตอร์ล้อยาง
รถแทรคเตอร์ล้อยาง แบบ INDUSTRIAL (ล้อหน้ายางขนาดใหญ่ ขับ 4 ล้อ)",พร้อมปฏิบัติงาน,ฮูนได,ตค 8097 ชร,19.567991,99.703153,30/4/2026,-,
FP-202,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ป่าหุ่ง,อบต.ป่าหุ่ง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,อีซูซุ,บห 6512,19.567991,99.703153,30/4/2026,-,
FP-203,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ป่าหุ่ง,อบต.ป่าหุ่ง,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
-",พร้อมปฏิบัติงาน,ISUZU,82-5271,19.567991,99.703153,30/4/2026,0808215742,
FP-204,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ป่าหุ่ง,อบต.ป่าหุ่ง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,MITSUBISHI,กย-2634,19.567991,99.703153,30/4/2026,053676468,
FP-205,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ป่าหุ่ง,อบต.ป่าหุ่ง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,Toyota,กท-1449,19.567991,99.703153,30/4/2026,053676468,
FP-206,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ป่าหุ่ง,อบต.ป่าหุ่ง,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
-",พร้อมปฏิบัติงาน,ISUZU,บห-6512,19.567991,99.703153,30/4/2026,053676468,
FP-207,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ป่าหุ่ง,อบต.ป่าหุ่ง,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,Toyota,นข-9090,19.567991,99.703153,30/4/2026,053676468,
FP-208,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ป่าหุ่ง,อบต.ป่าหุ่ง,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,โตโยต้า,กบ 6425 ชร,19.567991,99.703153,30/4/2026,-,
FP-209,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ม่วงคำ,อบต.ม่วงคำ,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 5,000 ลิตร",พร้อมปฏิบัติงาน,ISUZU,บษ 3023,19.501137,99.746635,30/4/2026,0876208552,
FP-210,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ม่วงคำ,อบต.ม่วงคำ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,MAZDA,กจ.4046,19.501137,99.746635,30/4/2026,0876208552,
FP-211,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ม่วงคำ,อบต.ม่วงคำ,รถจักรยานยนต์,"รถจักรยานยนต์
-",พร้อมปฏิบัติงาน,SUZUKI,ขจว 979,19.501137,99.746635,30/4/2026,053635228,
FP-212,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ม่วงคำ,อบต.ม่วงคำ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,TOYOTA,บย 2655,19.501137,99.746635,30/4/2026,0947574125,
FP-213,น้ำแม่ลาว - น้ำแม่สรวย,พาน,05 ม่วงคำ,อบต.ม่วงคำ,รถยนต์ 4 ล้อ,"รถยนต์ 4 ล้อ
-",พร้อมปฏิบัติงาน,TOYOTA,กอ 547,19.501137,99.746635,30/4/2026,0876208552,
